,CI_Name,CI_Cat,CI_Subcat,WBS,Incident_ID,Impact,Urgency,Priority,number_cnt,Category,KB_number,No_of_Reassignments,Open_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,Related_Interaction,No_of_Related_Incidents,No_of_Related_Changes,has_related_incidents,has_related_changes,Department
110,WBA000124,application,Web Based Application,WBS000088,IM0000158,3,3,3,0.20223863,incident,KM0000611,2.0,2013-06-17 11:11:00,2013-11-12 13:46:00,2013-11-12 13:46:00,1115583056,Other,1.0,SD0000185,0.0,0.0,0,0,0
111,WBA000082,application,Web Based Application,WBS000055,IM0000159,4,4,4,0.827583428,incident,KM0000401,4.0,2013-06-17 14:47:00,2013-11-12 13:46:00,2013-11-12 13:46:00,1111987222,Other,1.0,SD0000186,0.0,0.0,0,0,0
112,WBA000124,application,Web Based Application,WBS000088,IM0000160,5,5,5,0.839190322,request for information,KM0000611,8.0,2013-06-18 13:44:00,2013-11-12 14:33:00,2013-11-12 14:33:00,1103331389,Other,1.0,SD0000187,0.0,0.0,0,0,0
113,WBA000124,application,Web Based Application,WBS000088,IM0000161,4,4,4,0.508676128,incident,KM0000611,6.0,2013-06-19 05:54:00,2013-11-08 15:06:00,2013-11-08 15:06:00,3134163889,Software,1.0,SD0000188,0.0,0.0,0,0,0
114,WBA000077,application,Web Based Application,WBS000153,IM0000162,5,5,5,0.9836344,incident,KM0000412,0.0,2013-06-19 15:33:00,2013-10-10 12:53:00,2013-10-10 17:26:00,4582819444,Software,4.0,#MULTIVALUE,0.0,0.0,0,0,0
115,WSR001424,computer,Windows Server,WBS000102,IM0000163,4,4,4,0.385271533,incident,KM0000970,7.0,2013-06-19 15:46:00,2014-02-13 15:14:00,2014-02-13 15:14:00,1763476667,Software,1.0,SD0000190,0.0,0.0,0,0,7
116,WBA000011,application,Web Based Application,WBS000152,IM0000164,5,5,5,0.4033218,incident,KM0001724,6.0,2013-06-20 13:01:00,2014-02-05 07:32:00,2014-02-05 07:33:00,1508066667,No error - works as designed,2.0,#MULTIVALUE,0.0,0.0,0,0,0
117,WBA000124,application,Web Based Application,WBS000088,IM0000166,4,4,4,0.307174989,incident,KM0000611,2.0,2013-06-24 14:43:00,2013-11-12 13:51:00,2013-11-12 13:51:00,1059632222,Other,1.0,SD0000192,0.0,0.0,0,0,0
118,WBA000124,application,Web Based Application,WBS000088,IM0000167,4,4,4,0.648836001,incident,KM0000611,2.0,2013-06-26 11:36:00,2013-11-12 13:47:00,2013-11-12 13:47:00,1041692778,Other,1.0,SD0000194,0.0,0.0,0,0,0
119,STA000033,application,Standard Application,WBS000066,IM0000168,5,5,5,0.875886097,incident,KM0000575,2.0,2013-06-26 12:09:00,2013-11-18 09:14:00,2013-11-18 09:15:00,5237869444,Software,1.0,SD0000195,2.0,1.0,1,1,0
120,WBA000124,application,Web Based Application,WBS000088,IM0000170,4,4,4,0.889155739,incident,KM0000611,13.0,2013-06-27 10:11:00,2014-02-13 15:17:00,2014-02-13 15:17:00,1449696667,Other,2.0,#MULTIVALUE,0.0,0.0,0,0,0
121,SUB000508,subapplication,Web Based Application,WBS000162,IM0000171,3,3,3,0.540691699,incident,KM0000553,6.0,2013-06-27 10:24:00,2013-11-12 15:27:00,2013-11-12 15:27:00,6297088889,Software,1.0,SD0000198,0.0,0.0,0,0,0
122,WBA000124,application,Web Based Application,WBS000088,IM0000172,4,4,4,0.586489663,incident,KM0000611,4.0,2013-06-27 12:51:00,2013-11-12 13:49:00,2013-11-12 13:49:00,1029982222,Other,1.0,SD0000199,0.0,0.0,0,0,0
123,SBA000782,application,Server Based Application,WBS000043,IM0000173,3,3,3,0.881855936,incident,KM0001763,1.0,2013-06-28 07:52:00,2013-12-09 15:07:00,2013-12-09 15:08:00,12252575,Software,1.0,SD0000201,0.0,0.0,0,0,0
124,SBA000045,application,Server Based Application,WBS000170,IM0000174,5,5,5,0.884553926,incident,KM0000565,1.0,2013-06-28 08:42:00,2014-01-08 15:24:00,2014-01-08 15:24:00,3028388889,Software,1.0,SD0000203,0.0,0.0,0,0,0
125,WBA000124,application,Web Based Application,WBS000088,IM0000175,4,4,4,0.955693081,incident,KM0000611,2.0,2013-06-28 09:11:00,2013-11-12 14:08:00,2013-11-12 14:09:00,1637583333,No error - works as designed,1.0,SD0000202,0.0,0.0,0,0,0
126,SUB000068,subapplication,Server Based Application,WBS000129,IM0000176,3,3,3,0.91246942,incident,KM0001274,3.0,2013-06-28 12:06:00,2013-10-04 13:47:00,2013-10-04 14:23:00,1871666667,Unknown,1.0,SD0000204,0.0,0.0,0,0,0
127,WBA000124,application,Web Based Application,WBS000088,IM0000177,4,4,4,0.038186122,incident,KM0000611,2.0,2013-07-01 11:30:00,2013-11-12 13:49:00,2013-11-12 13:49:00,1010306667,Other,1.0,SD0000205,0.0,0.0,0,0,0
128,WBA000124,application,Web Based Application,WBS000088,IM0000178,4,4,4,0.752879126,incident,KM0000611,6.0,2013-07-01 14:25:00,2013-12-19 11:19:00,2013-12-19 11:19:00,1288389444,Software,1.0,SD0000206,0.0,0.0,0,0,0
129,SUB000535,subapplication,Web Based Application,WBS000066,IM0000179,4,4,4,0.477671355,incident,KM0000928,3.0,2013-07-02 11:22:00,2014-02-17 12:58:00,2014-02-17 12:58:00,1276821389,Software,1.0,SD0000207,0.0,0.0,0,0,0
130,WBA000124,application,Web Based Application,WBS000088,IM0000180,4,4,4,0.767496996,incident,KM0000611,10.0,2013-07-03 14:45:00,2013-11-12 14:41:00,2013-11-12 14:41:00,9869316667,Other,1.0,SD0000209,0.0,0.0,0,0,0
131,SBA000464,application,Server Based Application,WBS000073,IM0000181,4,4,4,0.585335212,incident,KM0001369,5.0,2013-07-04 10:06:00,2013-10-15 14:07:00,2013-10-15 14:07:00,6036144444,Operator error,3.0,#MULTIVALUE,0.0,0.0,0,0,0
132,SUB000535,subapplication,Web Based Application,WBS000066,IM0000182,5,5,5,0.7439431,incident,KM0000928,2.0,2013-07-04 10:01:00,2013-10-02 08:10:00,2013-10-02 08:10:00,6701497222,Software,1.0,SD0000211,0.0,0.0,0,0,0
133,WBA000082,application,Web Based Application,WBS000055,IM0000183,5,5,5,0.636269154,incident,KM0000401,7.0,2013-07-04 15:27:00,2013-10-01 16:28:00,2013-10-01 16:28:00,6361880556,Other,1.0,SD0000213,0.0,1.0,0,1,0
134,STA000033,application,Standard Application,WBS000066,IM0000184,4,4,4,0.877300897,incident,KM0000575,2.0,2013-07-05 13:35:00,2013-11-18 09:22:00,2013-11-18 09:24:00,2175,Operator error,1.0,SD0000214,1.0,2.0,1,1,0
135,STA000033,application,Standard Application,WBS000066,IM0000185,3,3,3,0.677920672,incident,KM0000575,0.0,2013-07-08 09:13:00,2013-12-04 14:25:00,2013-12-04 14:25:00,1128583056,Other,1.0,SD0000215,0.0,0.0,0,0,0
136,STA000033,application,Standard Application,WBS000066,IM0000186,5,5,5,0.187710003,incident,KM0000575,2.0,2013-07-08 09:42:00,2013-11-18 09:12:00,2013-11-18 09:13:00,5708625,Software,1.0,SD0000216,0.0,1.0,0,1,0
137,SBA000607,application,Server Based Application,WBS000263,IM0000187,4,4,4,0.692452022,incident,KM0000592,7.0,2013-07-08 11:29:00,2013-10-18 13:30:00,2013-10-18 13:30:00,7790066667,Other,1.0,SD0000217,0.0,0.0,0,0,0
138,CBA000018,application,Client Based Application,WBS000251,IM0000188,4,4,4,0.821460058,incident,KM0000655,12.0,2013-07-08 15:49:00,2013-10-15 09:26:00,2013-10-15 09:27:00,1267222222,Unknown,1.0,SD0000218,0.0,0.0,0,0,0
139,SBA000711,application,Server Based Application,WBS000115,IM0000190,4,4,4,0.575065711,incident,KM0000891,10.0,2013-07-09 12:04:00,2013-10-08 08:40:00,2013-10-08 08:40:00,6791083333,Software,1.0,SD0000220,0.0,1.0,0,1,0
140,WBA000133,application,Web Based Application,WBS000073,IM0000192,5,5,5,0.345321172,incident,KM0001611,7.0,2013-07-09 15:43:00,2013-11-04 08:39:00,2013-11-04 08:39:00,8623983333,No error - works as designed,1.0,SD0000222,0.0,0.0,0,0,0
141,SBA000782,application,Server Based Application,WBS000043,IM0000193,3,3,3,0.071060375,incident,KM0001763,1.0,2013-07-09 16:18:00,2013-12-09 14:58:00,2013-12-09 14:58:00,8525833333,Other,1.0,SD0000223,0.0,0.0,0,0,0
142,WBA000009,application,Web Based Application,WBS000168,IM0000194,5,5,5,0.520731429,incident,KM0001724,12.0,2013-07-10 10:59:00,2013-10-30 12:48:00,2013-10-30 12:48:00,5047777778,Software,1.0,SD0000224,0.0,0.0,0,0,0
143,STA000033,application,Standard Application,WBS000066,IM0000195,4,4,4,0.027182852,incident,KM0000575,2.0,2013-07-10 13:57:00,2013-11-18 09:18:00,2013-11-18 09:18:00,55025,Software,1.0,SD0000225,1.0,0.0,1,0,0
144,WBA000124,application,Web Based Application,WBS000088,IM0000196,4,4,4,0.458561462,incident,KM0000611,2.0,2013-07-11 09:28:00,2013-11-12 14:03:00,2013-11-12 14:03:00,9285844444,Other,1.0,SD0000226,0.0,0.0,0,0,0
145,WBA000124,application,Web Based Application,WBS000088,IM0000197,4,4,4,0.791206808,incident,KM0000611,3.0,2013-07-11 11:20:00,2014-01-03 11:34:00,2014-01-03 11:34:00,1291741667,No error - works as designed,1.0,SD0000227,0.0,0.0,0,0,0
146,SUB000508,subapplication,Web Based Application,WBS000162,IM0000198,4,4,4,0.769775666,incident,KM0000553,13.0,2013-07-11 10:56:00,2014-03-27 15:13:00,2014-03-27 15:13:00,2653458333,Software,2.0,#MULTIVALUE,0.0,0.0,0,0,0
148,WBA000124,application,Web Based Application,WBS000088,IM0000200,3,3,3,0.631593143,incident,KM0000611,2.0,2013-07-11 12:01:00,2013-11-12 14:08:00,2013-11-12 14:09:00,9261197222,Other,1.0,SD0000229,0.0,0.0,0,0,0
149,SUB000508,subapplication,Web Based Application,WBS000162,IM0000201,4,4,4,0.779162427,incident,KM0000553,4.0,2013-07-11 15:21:00,2013-10-01 10:11:00,2013-10-01 10:11:00,457355,Software,1.0,SD0000230,0.0,0.0,0,0,0
150,SBA000782,application,Server Based Application,WBS000043,IM0000202,3,3,3,0.462199914,incident,KM0001763,4.0,2013-07-11 16:08:00,2013-10-09 15:00:00,2013-10-09 15:00:00,4935288889,Other,1.0,SD0000231,0.0,0.0,0,0,0
151,SBA000782,application,Server Based Application,WBS000043,IM0000204,3,3,3,0.387451908,incident,KM0001763,1.0,2013-07-12 08:15:00,2013-10-09 14:20:00,2013-10-09 14:20:00,6675875,Other,1.0,SD0000232,0.0,0.0,0,0,0
153,WBA000082,application,Web Based Application,WBS000055,IM0000206,4,4,4,0.659237184,incident,KM0000401,4.0,2013-07-12 14:13:00,2013-11-12 14:11:00,2013-11-12 14:11:00,9134563889,No error - works as designed,1.0,SD0000236,0.0,0.0,0,0,0
154,SUB000508,subapplication,Web Based Application,WBS000162,IM0000207,4,4,4,0.162621487,incident,KM0000553,2.0,2013-07-12 15:11:00,2013-10-10 12:53:00,2013-11-27 15:36:00,7317083333,Referred,1.0,SD0000237,0.0,0.0,0,0,0
155,SBA000263,application,Server Based Application,WBS000072,IM0000208,5,5,5,0.237493315,request for information,KM0001116,4.0,2013-07-15 08:34:00,2013-10-25 08:10:00,2013-10-25 08:10:00,1490008333,Other,2.0,#MULTIVALUE,0.0,0.0,0,0,0
156,WBA000124,application,Web Based Application,WBS000088,IM0000209,3,3,3,0.403692819,incident,KM0000611,2.0,2013-07-15 09:04:00,2013-11-12 14:07:00,2013-11-12 14:07:00,8869425,Other,1.0,SD0000238,0.0,0.0,0,0,0
157,SUB000535,subapplication,Web Based Application,WBS000066,IM0000210,4,4,4,0.952598878,incident,KM0000928,3.0,2013-07-15 09:53:00,2013-11-12 10:17:00,2013-11-12 10:17:00,8710469444,Unknown,1.0,SD0000239,0.0,0.0,0,0,0
158,WBA000133,application,Web Based Application,WBS000073,IM0000211,4,4,4,0.743261642,incident,KM0001153,2.0,2013-07-15 14:38:00,2013-10-22 20:04:00,2013-10-22 20:05:00,7488533333,Other,1.0,SD0000242,0.0,0.0,0,0,0
159,SBA000713,application,Server Based Application,WBS000136,IM0000212,4,4,4,0.02980429,incident,KM0000970,3.0,2013-07-15 14:39:00,2014-01-06 14:48:00,2014-01-06 14:48:00,3586388889,Software,2.0,#MULTIVALUE,0.0,1.0,0,1,0
160,WBA000082,application,Web Based Application,WBS000055,IM0000213,5,5,5,0.009259762,incident,KM0000401,2.0,2013-07-15 14:23:00,2013-11-12 14:08:00,2013-11-12 14:08:00,9027441667,Other,1.0,SD0000241,0.0,0.0,0,0,0
161,SBA000782,application,Server Based Application,WBS000043,IM0000214,3,3,3,0.513261308,incident,KM0000215,3.0,2013-07-15 15:01:00,2013-10-01 14:20:00,2013-10-01 14:20:00,7839583333,Software,2.0,#MULTIVALUE,0.0,0.0,0,0,0
162,SBA000646,application,Server Based Application,WBS000314,IM0000215,3,3,3,0.22834997,incident,KM0001250,3.0,2013-07-16 09:52:00,2013-10-30 13:14:00,2013-10-30 13:14:00,2973786111,Unknown,1.0,SD0000245,0.0,0.0,0,0,0
163,SBA000782,application,Server Based Application,WBS000043,IM0000216,3,3,3,0.904590297,incident,KM0001763,3.0,2013-07-16 08:23:00,2013-12-09 14:31:00,2013-12-09 14:31:00,8523197222,Other,2.0,#MULTIVALUE,0.0,0.0,0,0,0
164,WBA000124,application,Web Based Application,WBS000088,IM0000217,4,4,4,0.532149762,incident,KM0000611,5.0,2013-07-16 15:05:00,2013-11-12 14:09:00,2013-11-12 14:09:00,8915705556,Other,1.0,SD0000251,0.0,0.0,0,0,0
165,SBA000782,application,Server Based Application,WBS000043,IM0000218,4,4,4,0.673956933,incident,KM0001762,2.0,2013-07-16 15:43:00,2013-12-09 14:29:00,2013-12-09 14:29:00,1090758056,Other,1.0,SD0000253,0.0,0.0,0,0,0
167,CBA000014,application,Client Based Application,WBS000073,IM0000220,4,3,3,0.40701737,incident,KM0001692,3.0,2013-07-16 15:43:00,2013-10-10 12:17:00,2013-10-10 12:17:00,6475580556,Software,370.0,#MULTIVALUE,0.0,0.0,0,0,0
168,WBA000124,application,Web Based Application,WBS000088,IM0000221,4,4,4,0.100362807,incident,KM0000611,12.0,2013-07-16 17:28:00,2013-12-31 12:58:00,2013-12-31 12:58:00,7081647222,Other,1.0,SD0000256,1.0,0.0,1,0,0
169,WBA000124,application,Web Based Application,WBS000088,IM0000222,4,4,4,0.845594836,incident,KM0000611,10.0,2013-07-17 09:23:00,2013-11-11 12:45:00,2013-11-11 12:45:00,8748566667,Other,1.0,SD0000257,0.0,0.0,0,0,0
170,LAP001209,computer,Laptop,WBS000187,IM0000223,5,5,5,0.274860264,incident,KM0000318,10.0,2013-07-17 08:31:00,2013-10-10 10:35:00,2013-10-10 10:35:00,9182305556,User error,2.0,#MULTIVALUE,0.0,0.0,0,0,1
171,SUB000545,subapplication,Web Based Application,WBS000073,IM0000224,5,5,5,0.514084889,incident,KM0000795,13.0,2013-07-17 10:13:00,2013-10-10 12:53:00,2013-10-01 15:19:00,5569383333,Other,1.0,SD0000258,0.0,0.0,0,0,0
172,WBA000124,application,Web Based Application,WBS000088,IM0000225,4,4,4,0.798548567,incident,KM0000611,4.0,2013-07-17 14:02:00,2014-03-05 12:03:00,2014-03-05 12:03:00,1405689444,Software,1.0,SD0000260,1.0,1.0,1,1,0
173,WBA000124,application,Web Based Application,WBS000088,IM0000227,3,3,3,0.942035749,incident,KM0000611,6.0,2013-07-17 14:51:00,2014-01-29 13:29:00,2014-01-29 13:29:00,9614777778,No error - works as designed,1.0,SD0000261,0.0,0.0,0,0,0
174,WBA000133,application,Web Based Application,WBS000073,IM0000228,4,4,4,0.735696536,incident,KM0001259,8.0,2013-07-19 10:14:00,2013-10-15 13:52:00,2013-10-15 13:52:00,2007588889,Unknown,3.0,#MULTIVALUE,0.0,0.0,0,0,0
175,DTA000414,application,Desktop Application,WBS000135,IM0000229,5,5,5,0.132310507,request for information,KM0000872,21.0,2013-07-22 09:44:00,2013-10-17 08:41:00,2013-10-17 08:41:00,4457077778,Software,2.0,#MULTIVALUE,0.0,0.0,0,0,0
176,WBA000082,application,Web Based Application,WBS000055,IM0000230,4,4,4,0.906482434,incident,KM0000401,6.0,2013-07-22 14:18:00,2013-11-12 14:41:00,2013-11-12 14:42:00,1109752778,Other,1.0,SD0000268,0.0,0.0,0,0,0
177,SUB000508,subapplication,Web Based Application,WBS000162,IM0000231,4,4,4,0.510870231,incident,KM0000553,2.0,2013-07-23 09:46:00,2014-01-10 08:34:00,2014-01-10 08:35:00,1219328611,Other,1.0,SD0000269,1.0,0.0,1,0,0
178,WBA000124,application,Web Based Application,WBS000088,IM0000232,4,4,4,0.662804932,incident,KM0000611,6.0,2013-07-23 10:15:00,2013-11-12 14:23:00,2013-11-12 14:23:00,2560444444,Other,1.0,SD0000270,0.0,0.0,0,0,0
179,SBA000464,application,Server Based Application,WBS000073,IM0000233,4,4,4,0.953377954,incident,KM0001369,5.0,2013-07-23 11:19:00,2013-12-20 11:27:00,2013-12-20 11:28:00,8331091667,Data,1.0,SD0000271,1.0,0.0,1,0,0
180,SBA000782,application,Server Based Application,WBS000043,IM0000234,3,3,3,0.613703656,incident,KM0001763,1.0,2013-07-23 11:48:00,2013-12-09 14:25:00,2013-12-09 14:25:00,1042116389,Other,1.0,SD0000272,0.0,0.0,0,0,0
181,WBA000124,application,Web Based Application,WBS000088,IM0000235,4,4,4,0.463040389,incident,KM0000611,6.0,2013-07-23 13:55:00,2013-11-12 14:06:00,2013-11-12 14:06:00,8401738889,Other,1.0,SD0000273,0.0,0.0,0,0,0
182,WBA000124,application,Web Based Application,WBS000088,IM0000236,3,3,3,0.284811699,incident,KM0000611,2.0,2013-07-24 12:04:00,2013-10-01 16:28:00,2013-10-01 16:28:00,5188902778,Unknown,1.0,SD0000279,0.0,0.0,0,0,0
184,WBA000124,application,Web Based Application,WBS000088,IM0000238,5,5,5,0.346551718,incident,KM0000611,2.0,2013-07-25 11:52:00,2013-10-10 12:53:00,2013-10-01 16:41:00,23725,Software,1.0,SD0000285,0.0,0.0,0,0,0
185,WBA000124,application,Web Based Application,WBS000088,IM0000239,4,4,4,0.724084688,incident,KM0000611,2.0,2013-07-25 15:19:00,2013-11-12 14:07:00,2013-11-12 14:07:00,2877777778,Other,1.0,SD0000286,0.0,0.0,0,0,0
186,WBA000124,application,Web Based Application,WBS000088,IM0000240,4,4,4,0.459900753,incident,KM0000611,2.0,2013-07-26 09:52:00,2013-11-12 14:06:00,2013-11-12 14:06:00,8127419444,Other,1.0,SD0000287,0.0,0.0,0,0,0
187,WBA000124,application,Web Based Application,WBS000088,IM0000241,4,4,4,0.351690403,incident,KM0000611,2.0,2013-07-26 13:18:00,2013-11-12 14:07:00,2013-11-12 14:07:00,8093180556,No error - works as designed,1.0,SD0000289,0.0,0.0,0,0,0
188,WBA000082,application,Web Based Application,WBS000055,IM0000242,4,4,4,0.977614303,incident,KM0000401,9.0,2013-07-29 09:58:00,2013-12-31 13:06:00,2013-12-31 13:06:00,1041729167,Unknown,1.0,SD0000291,1.0,1.0,1,1,0
189,SAP000004,application,SAP,WBS000271,IM0000243,5,5,5,0.783820118,request for information,KM0001270,0.0,2013-07-29 12:57:00,2013-10-08 14:03:00,2013-10-08 14:03:00,4685527778,Other,2.0,#MULTIVALUE,0.0,0.0,0,0,0
190,DTA000027,application,Desktop Application,WBS000217,IM0000245,5,5,5,0.631089332,incident,KM0001145,0.0,2013-07-29 11:00:00,2013-10-10 12:05:00,2013-10-10 12:05:00,2879166667,Software,2.0,#MULTIVALUE,0.0,0.0,0,0,0
191,WBA000124,application,Web Based Application,WBS000088,IM0000246,4,4,4,0.645436621,incident,KM0000611,2.0,2013-07-29 12:53:00,2013-11-28 14:05:00,2013-11-28 14:06:00,2155944444,Other,1.0,SD0000294,0.0,0.0,0,0,0
192,WBA000124,application,Web Based Application,WBS000088,IM0000247,4,4,4,0.876995692,incident,KM0000611,8.0,2013-07-29 11:13:00,2013-11-12 14:19:00,2013-11-12 14:19:00,8011025,No error - works as designed,1.0,SD0000293,0.0,0.0,0,0,0
193,CBA000014,application,Client Based Application,WBS000073,IM0000248,5,5,5,0.778874153,incident,KM0001723,0.0,2013-07-29 17:01:00,2013-12-09 08:38:00,2013-12-09 08:38:00,7334383333,Other,1.0,SD0000297,0.0,0.0,0,0,0
194,LAP001536,computer,Laptop,WBS000091,IM0000249,5,5,5,0.760439098,incident,KM0001444,7.0,2013-07-30 08:32:00,2013-11-19 13:29:00,2013-11-19 13:29:00,6215538889,Hardware,2.0,#MULTIVALUE,0.0,0.0,0,0,1
195,WBA000124,application,Web Based Application,WBS000088,IM0000250,4,4,4,0.035345665,incident,KM0000611,2.0,2013-07-30 11:31:00,2013-11-12 14:18:00,2013-11-12 14:18:00,7902891667,Other,1.0,SD0000298,0.0,0.0,0,0,0
196,SBA000759,application,Server Based Application,WBS000296,IM0000251,5,5,5,0.668225069,request for information,KM0001031,0.0,2013-07-30 13:32:00,2013-10-08 14:29:00,2013-10-08 14:29:00,1006736111,Other,1.0,SD0000301,0.0,0.0,0,0,0
197,WBA000082,application,Web Based Application,WBS000055,IM0000252,4,4,4,0.790732715,incident,KM0000401,4.0,2013-07-30 12:48:00,2013-11-12 14:34:00,2013-11-12 14:34:00,7892616667,Other,1.0,SD0000299,0.0,0.0,0,0,0
198,SBA000759,application,Server Based Application,WBS000296,IM0000253,4,4,4,0.054301041,request for information,KM0001711,1.0,2013-07-30 14:18:00,2013-10-08 14:30:00,2013-10-08 14:31:00,3518805556,Inquiry,1.0,SD0000302,0.0,0.0,0,0,0
199,SAP000004,application,SAP,WBS000271,IM0000254,5,5,5,0.640551688,request for information,KM0001269,5.0,2013-07-31 09:06:00,2013-10-15 11:45:00,2013-10-15 11:45:00,5696552778,Other,1.0,SD0000303,0.0,0.0,0,0,0
200,SBA000464,application,Server Based Application,WBS000073,IM0000256,4,4,4,0.160154103,incident,KM0001414,19.0,2013-08-01 11:56:00,2013-12-02 11:37:00,2013-12-02 11:37:00,9037669444,Software,9.0,#MULTIVALUE,0.0,0.0,0,0,0
201,WBA000150,application,Web Based Application,WBS000223,IM0000257,4,4,4,0.928262692,incident,KM0000958,3.0,2013-08-01 13:26:00,2013-10-21 14:18:00,2013-10-21 14:19:00,5993797222,Software,1.0,SD0000313,0.0,0.0,0,0,0
202,SAP000004,application,SAP,WBS000271,IM0000259,5,5,5,0.803346507,request for information,KM0001124,4.0,2013-08-05 11:04:00,2013-10-08 08:43:00,2013-10-08 08:43:00,4167577778,Other,1.0,SD0000318,0.0,0.0,0,0,0
203,WBA000124,application,Web Based Application,WBS000088,IM0000260,4,4,4,0.481749208,incident,KM0000611,4.0,2013-08-05 12:03:00,2013-11-12 14:13:00,2013-11-12 14:14:00,173333333,Other,1.0,SD0000319,0.0,0.0,0,0,0
204,WBA000124,application,Web Based Application,WBS000088,IM0000261,4,4,4,0.579813462,incident,KM0000611,2.0,2013-08-05 14:20:00,2013-11-12 14:09:00,2013-11-12 14:09:00,2008888889,No error - works as designed,1.0,SD0000323,0.0,0.0,0,0,0
205,SAP000004,application,SAP,WBS000271,IM0000262,5,5,5,0.887834841,request for information,KM0001264,5.0,2013-08-06 08:17:00,2013-10-03 10:46:00,2013-10-03 10:46:00,4434772222,Other,1.0,SD0000325,0.0,0.0,0,0,0
206,WBA000124,application,Web Based Application,WBS000088,IM0000263,4,4,4,0.501485554,incident,KM0000611,10.0,2013-08-06 09:22:00,2013-10-25 08:30:00,2013-10-25 08:30:00,6081291667,Software,1.0,SD0000326,0.0,0.0,0,0,0
207,LSR000715,computer,Linux Server,WBS000161,IM0000266,3,3,3,0.000423349,incident,KM0001274,9.0,2013-08-06 15:48:00,2013-10-10 12:53:00,2013-11-27 16:39:00,8513541667,Other,1.0,SD0000331,0.0,0.0,0,0,7
208,WBA000124,application,Web Based Application,WBS000088,IM0000267,4,4,4,0.150861935,incident,KM0000611,2.0,2013-08-07 09:41:00,2013-11-12 14:15:00,2013-11-12 14:15:00,7290733333,Other,1.0,SD0000333,0.0,0.0,0,0,0
209,WBA000124,application,Web Based Application,WBS000088,IM0000268,4,4,4,0.926895477,incident,KM0000611,6.0,2013-08-07 12:49:00,2013-11-12 14:14:00,2013-11-12 14:14:00,1716777778,Other,1.0,SD0000335,0.0,0.0,0,0,0
210,WBA000124,application,Web Based Application,WBS000088,IM0000269,4,4,4,0.327881201,incident,KM0000611,6.0,2013-08-07 13:41:00,2013-12-19 11:20:00,2013-12-19 11:20:00,1005651667,Software,1.0,SD0000334,0.0,0.0,0,0,0
